,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5195,30,Murray Avenue,Diana,Young,25,Head,Single,Female,Textile designer,None,None
5196,30,Murray Avenue,Gregory,Wood,24,Partner,Single,Male,"Copywriter, advertising",None,None
5197,30,Murray Avenue,Sean,Young,7,Son,NA,Male,Student,None,NA
5198,31,Murray Avenue,Diane,Warren,37,Head,Single,Female,Event organiser,None,Catholic
5199,31,Murray Avenue,Stephanie,Johnson,20,None,Single,Female,University Student,None,None
5200,32,Murray Avenue,Christine,Fox,65,Head,Widowed,Female,Oncologist,None,None
5201,33,Murray Avenue,Jean,Bailey,46,Head,Single,Female,Special effects artist,None,None
5202,34,Murray Avenue,Rebecca,Coleman,61,Head,Divorced,Female,Unemployed,None,Christian
5203,35,Murray Avenue,Josh,Singh,31,Head,Divorced,Male,Broadcast engineer,None,None
5204,36,Murray Avenue,Christine,Brown,76,Head,Married,Female,Retired Seismic interpreter,None,Christian
5205,36,Murray Avenue,Joshua,Brown,79,Husband,Married,Male,"Retired Merchandiser, retail",None,None
5206,37,Murray Avenue,Janice,Walker,69,Head,Divorced,Female,"Retired Scientist, research (physical sciences)",None,Christian
5207,37,Murray Avenue,Victor,Walker,2,Grandson,NA,Male,Child,None,NA
5208,38,Murray Avenue,Tracy,Taylor,61,Head,Married,Female,"Chemist, analytical",None,None
5209,38,Murray Avenue,Jay,Taylor,63,Husband,Married,Male,"Loss adjuster, chartered",None,None
5210,38,Murray Avenue,Jason,Taylor,21,Son,Single,Male,University Student,None,None
5211,39,Murray Avenue,Barbara,Walker,66,Head,Single,Female,Museum/gallery conservator,None,Christian
5212,40,Murray Avenue,Charlotte,O'Brien,79,Head,Married,Female,"Retired Engineer, maintenance",None,Christian
5213,40,Murray Avenue,Mathew,O'Brien,80,Husband,Married,Male,"Retired Engineer, production",None,None
5214,41,Murray Avenue,Emily,Rogers,19,Head,Single,Female,University Student,None,Christian
5215,42,Murray Avenue,Amelia,Howarth,39,Head,Single,Female,Trade mark attorney,None,Catholic
5216,42,Murray Avenue,Teresa,Howarth,2,Step-Daughter,NA,Female,Child,None,NA
5217,43,Murray Avenue,Brandon,Fox,19,Head,Single,Male,University Student,None,None
5218,43,Murray Avenue,Jasmine,Wood,19,Partner,Single,Female,University Student,None,None
5219,44,Murray Avenue,Antony,Taylor-Edwards,49,Head,Married,Male,Armed forces logistics/support/administrative officer,None,None
5220,44,Murray Avenue,Cheryl,Taylor-Edwards,44,Wife,M,Female,Arboriculturist,None,None
5221,45,Murray Avenue,Sharon,Richards,73,Head,Widowed,Female,"Retired Psychologist, occupational",None,Catholic
5222,46,Murray Avenue,Bradley,Fuller,30,Head,Single,Male,"Scientist, biomedical",None,None
5223,47,Murray Avenue,Benjamin,Brennan,45,Head,Single,Male,Data processing manager,None,Catholic
5224,48,Murray Avenue,Tina,Sharp,47,Head,Single,Female,Estate manager/land agent,None,Catholic
5225,49,Murray Avenue,Brett,Turner,77,Head,Widowed,Male,"Retired Surveyor, mining",None,Christian
5226,50,Murray Avenue,Wayne,Hughes,37,Head,Single,Male,Structural engineer,None,Catholic
5227,1,Owen Garden,Grace,Thomas,54,Head,Single,Female,Maintenance engineer,None,None
5228,1,Owen Garden,Abigail,Thomas,20,Daughter,Single,Female,University Student,None,None
5229,1,Owen Garden,Charlie,Thomas,17,Son,NA,Male,Student,None,NA
5230,2,Owen Garden,Beth,Wood,47,Head,Married,Female,Broadcast engineer,None,Christian
5231,2,Owen Garden,Allan,Wood,51,Husband,Married,Male,Product manager,None,Christian
5232,2,Owen Garden,Jeffrey,Wood,6,Son,NA,Male,Student,None,NA
5233,2,Owen Garden,Donna,Wood,5,Daughter,NA,Female,Student,None,NA
5234,2,Owen Garden,Jenna,Wood,3,Daughter,NA,Female,Child,None,NA
5235,3,Owen Garden,Gail,Daly,47,Head,Married,Female,Government social research officer,None,Catholic
5236,3,Owen Garden,Reece,Daly,49,Husband,Married,Male,Office manager,None,None
5237,3,Owen Garden,Liam,Daly,15,Son,NA,Male,Student,None,NA
5238,4,Owen Garden,Rachael,Pollard,49,Head,Divorced,Female,"Civil engineer, consulting",None,Christian
5239,4,Owen Garden,Frances,Jones,25,Daughter,Single,Female,"Conservator, furniture",None,Christian
5240,4,Owen Garden,Katy,Jones,24,Daughter,Single,Female,Science writer,None,Christian
5241,5,Owen Garden,Gail,Price,51,Head,Married,Female,"Administrator, Civil Service",None,None
5242,5,Owen Garden,Leslie,Price,53,Husband,Married,Male,Unemployed,None,None
5243,5,Owen Garden,Martin,Price,15,Son,NA,Male,Student,None,NA
5244,5,Owen Garden,Bernard,Price,11,Son,NA,Male,Student,None,NA
5245,5,Owen Garden,Colin,Price,7,Son,NA,Male,Student,None,NA
5246,6,Owen Garden,Sarah,Kaur,64,Head,Married,Female,"Scientist, research (medical)",None,None
5247,6,Owen Garden,Anthony,Kaur,67,Husband,Married,Male,"Research officer, political party",None,None
5248,6,Owen Garden,Ricky,Kaur,26,Son,Single,Male,Accommodation manager,None,None
5249,7,Owen Garden,Ross,Parsons,34,Head,Widowed,Male,Unemployed,None,None
5250,7,Owen Garden,Charlene,Russell,6,Daughter,NA,Female,Student,None,NA
5251,7,Owen Garden,Aaron,Russell,4,Son,NA,Male,Child,None,NA
5252,8,Owen Garden,Jodie,Hall,69.60358646,Head,Married,Female,"Retired Accountant, chartered public finance",None,Christian
5253,8,Owen Garden,Henry,Hall,70.60358646,Husband,Married,M,Retired Clinical psychologist,None,None
5254,8,Owen Garden,Kelly,Hall,13,Daughter,NA,Female,Student,None,NA
5255,8,Owen Garden,Robin,Hall,9,Son,NA,Male,Student,None,NA
5256,9,Owen Garden,Dale,Ashton,43,Head,Married,Male,Exhibition designer,None,None
5257,9,Owen Garden,Jasmine,Ashton,41,Wife,Married,Female,Commercial horticulturist,None,None
5258,9,Owen Garden,Natasha,Ashton,13,Daughter,NA,Female,Student,None,NA
5259,9,Owen Garden,Frank,Ashton,12,Son,NA,Male,Student,None,NA
5260,9,Owen Garden,Hollie,Ashton,9,Daughter,NA,Female,Student,None,NA
5261,10,Owen Garden,Dean,Johnson,67,Head,Widowed,Male,Armed forces training and education officer,None,None
5262,11,Owen Garden,Gail,Walker,66,Head,Single,Female,Primary school teacher,None,Christian
5263,12,Owen Garden,Georgia,Knowles,32,Head,Divorced,Female,Unemployed,None,Methodist
5264,12,Owen Garden,Beverley,Knowles,8,Daughter,NA,Female,Student,None,NA
5265,12,Owen Garden,Charles,Knowles,5,Son,NA,Male,Student,None,NA
5266,13,Owen Garden,Angela,Mellor,45,Head,Single,Female,Estate agent,None,Christian
5267,13,Owen Garden,Josh,Patel,49,Partner,Single,Male,Corporate treasurer,None,None
5268,14,Owen Garden,Sarah,Green,23,Head,Single,Female,"Engineer, civil (contracting)",None,Catholic
5269,15,Owen Garden,Hazel,Johnson,39,Head,Married,Female,Actor,None,None
5270,15,Owen Garden,Gavin,Johnson,41,Husband,Married,m,Public relations account executive,None,None
5271,15,Owen Garden,Nigel,Johnson,9,Son,NA,Male,Student,None,NA
5272,15,Owen Garden,Patricia,Johnson,9,Daughter,NA,Female,Student,None,NA
5273,16,Owen Garden,Lynda,Hale,60,Head,Divorced,Female,"Engineer, manufacturing systems",None,Christian
5274,17,Owen Garden,David,Fox,32,Head,Widowed,Male,Metallurgist,None,None
5275,17,Owen Garden,Luke,Fox,5,Son,NA,Male,Student,None,NA
5276,18,Owen Garden,Alexandra,Gibson,51,Head,Married,Female,Marketing executive,None,Methodist
5277,18,Owen Garden,Nigel,Gibson,51,Husband,Married,Male,Chartered accountant,None,Methodist
5278,19,Owen Garden,Marian,Baker,89,Head,Married,Female,"Retired Engineer, chemical",None,Christian
5279,19,Owen Garden,Adam,Baker,90,Husband,Married,Male,Retired Commercial art gallery manager,None,Christian
5280,20,Owen Garden,Declan,Franklin,36,Head,Single,M,"Engineer, site",None,Christian
5281,20,Owen Garden,Maria,Gray,34,Partner,Single,Female,Database administrator,None,Christian
5282,21,Owen Garden,Barry,Bailey,65,Head,Widowed,Male,"Teacher, adult education",None,Christian
5283,22,Owen Garden,Georgia,Anderson,27,Head,Divorced,female,Forest/woodland manager,None,Methodist
5284,22,Owen Garden,Anne,Norris,5,Daughter,NA,Female,Student,None,NA
5285,22,Owen Garden,Jennifer,Smith,22,Sibling,Single,Female,University Student,Physical Disability,Methodist
5286,22,Owen Garden,Lee,Ward,18,Lodger,Single,Male,Student,None,NA
5287,22,Owen Garden,Donald,Holland,47,Lodger,Divorced,Male,Secretary/administrator,None,Methodist
5288,23,Owen Garden,Rachel,Bryan,29,Head,Divorced,Female,Regulatory affairs officer,None,None
5289,24,Owen Garden,Geraldine,James,74,Head,Widowed,Female,Retired Hydrographic surveyor,None,Muslim
5290,25,Owen Garden,Marion,Stone,66,Head,Married,Female,Music therapist,None,Christian
5291,25,Owen Garden,Ross,Stone,69,Husband,Married,Male,Retired Sport and exercise psychologist,None,Christian
5292,25,Owen Garden,Tony,Stone,40,Son,Single,m,Materials engineer,None,Christian
5293,25,Owen Garden,Joan,Stone,37,Daughter,Single,Female,Agricultural consultant,None,Christian
5294,25,Owen Garden,Sarah,Stone,36,Daughter,Single,Female,Social worker,None,Christian
5295,26,Owen Garden,Malcolm,Burrows,85,Head,Married,Male,Retired English as a foreign language teacher,None,Christian
5296,26,Owen Garden,Brenda,Burrows,83,Wife,Married,Female,Retired Geophysicist/field seismologist,None,None
5297,27,Owen Garden,Ann,Smith,30,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
5298,27,Owen Garden,Robin,Smith,31,Husband,Married,Male,Dietitian,None,Catholic
5299,27,Owen Garden,Brian,Smith,10,Son,NA,Male,Student,None,NA
5300,27,Owen Garden,Lydia,Smith,9,Daughter,NA,Female,Student,None,NA
5301,27,Owen Garden,Graeme,Lewis,8,Son,NA,Male,Student,None,NA
5302,28,Owen Garden,Naomi,Jennings,74,Head,Married,Female,Retired Geophysicist/field seismologist,None,Christian
5303,28,Owen Garden,Ryan,Jennings,75,Husband,Married,Male,"Retired Education officer, museum",None,Christian
5304,29,Owen Garden,Bethan,Richardson,37,Head,Single,Female,"Engineer, maintenance",None,None
5305,29,Owen Garden,Joseph,Khan,38,Partner,Single,Male,Audiological scientist,None,None
5306,29,Owen Garden,Donald,Richardson,11,Son,NA,Male,Student,None,NA
5307,29,Owen Garden,Simon,Richardson,6,Son,NA,Male,Student,None,NA
5308,30,Owen Garden,Dominic,Wallace,78,Head,Widowed,Male,"Retired Surveyor, building",None,None
5309,31,Owen Garden,Maria,Williams,67,Head,Widowed,Female,"Radiographer, therapeutic",None,Christian
5310,32,Owen Garden,Mohamed,Doherty,68,Head,Married,Male,Retired Customer service manager,None,Methodist
5311,32,Owen Garden,Sharon,Doherty,66,Wife,Married,Female,"Therapist, sports",None,None
5312,32,Owen Garden,Jonathan,Doherty,34,Son,Single,Male,Mechanical engineer,None,None
5313,33,Owen Garden,Graeme,Brookes,30,Head,Divorced,Male,Microbiologist,None,None
5314,33,Owen Garden,Wayne,Miles,38,None,Single,Male,Patent examiner,None,Christian
5315,33,Owen Garden,Roy,Walker,60,None,Divorced,Male,Information systems manager,None,None
5316,33,Owen Garden,Stewart,Newton,20,None,Single,Male,"Editor, magazine features",None,Catholic
5317,33,Owen Garden,Karen,Woodward,34,None,Single,Female,"Engineer, electronics",None,Sikh
5318,34,Owen Garden,Garry,Miller,37,Head,Single,M,"Accountant, chartered certified",None,Catholic
5319,34,Owen Garden,Caroline,Jones,35,Partner,Single,Female,Field trials officer,None,Catholic
5320,35,Owen Garden,Rosemary,Collins,27,Head,Married,Female,"Engineer, production",None,None
5321,35,Owen Garden,Elliott,Collins,24,Husband,Married,Male,"Merchandiser, retail",None,None
5322,36,Owen Garden,Marion,Chapman,83,Head,Divorced,Female,Retired Agricultural engineer,None,None
5323,37,Owen Garden,Abigail,Dixon,69,Head,Married,Female,"Retired Editor, film/video",None,None
5324,37,Owen Garden,Duncan,Dixon,67,Husband,Married,Male,Volunteer coordinator,None,None
5325,38,Owen Garden,Paula,Begum,81,Head,Married,Female,Retired Speech and language therapist,None,Methodist
5326,38,Owen Garden,Graham,Begum,83,Husband,Married,Male,"Retired Engineer, site",None,Methodist
5327,39,Owen Garden,Hilary,Hunt,47,Head,Single,Female,Camera operator,None,None
5328,40,Owen Garden,Nicole,Matthews,28,Head,Single,Female,Health and safety inspector,None,None
5329,40,Owen Garden,Norman,Barnes,31,Partner,Single,Male,Unemployed,None,None
5330,40,Owen Garden,Rebecca,Matthews,5,Daughter,NA,f,Student,None,NA
5331,40,Owen Garden,Naomi,Matthews,0,Daughter,NA,F,Child,None,NA
5332,41,Owen Garden,Jenna,Gregory,25,Head,Single,Female,Technical sales engineer,None,None
5333,42,Owen Garden,Sheila,Davies,31,Head,Married,Female,Midwife,None,Christian
5334,42,Owen Garden,Joseph,Davies,32,Husband,Married,Male,Insurance claims handler,None,Christian
5335,43,Owen Garden,Lindsey,Heath,59,Head,Divorced,Female,Sports coach,None,Catholic
5336,43,Owen Garden,Melanie,Heath,25,Daughter,Single,Female,Industrial/product designer,None,None
5337,44,Owen Garden,Chloe,Page,82,Head,Married,Female,"Retired Investment banker, corporate",None,Christian
5338,44,Owen Garden,Allan,Page,78,Husband,Married,Male,Retired Geophysical data processor,None,None
5339,1,Ward Fork,Michelle,Stone-Brown,34,Head,Single,Female,Unemployed,None,None
5340,1,Ward Fork,Frederick,Stone-Brown,8,Son,NA,Male,Student,None,NA
5341,1,Ward Fork,Louis,Stone-Brown,4,Son,NA,M,Child,None,NA
5342,1,Ward Fork,Janet,Stone-Brown,0,Daughter,NA,Female,Child,None,NA
5343,2,Ward Fork,Howard,Adams,71,Head,Widowed,Male,Retired Geoscientist,None,Christian
5344,2,Ward Fork,Laura,Adams,13,Granddaughter,NA,Female,Student,None,NA
5345,2,Ward Fork,Wayne,Adams,5,Grandson,NA,Male,Student,None,NA
5346,3,Ward Fork,Tom,Johnson,46,Head,Married,Male,Bookseller,None,Christian
5347,3,Ward Fork,Denise,Johnson,45,Wife,Married,Female,Water engineer,None,Christian
5348,3,Ward Fork,Mohammad,Johnson,16,Son,NA,Male,Student,None,NA
5349,4,Ward Fork,Lorraine,Turnbull,40,Head,Single,Female,Unemployed,None,Christian
5350,4,Ward Fork,Sam,Turnbull,5,Son,NA,Male,Student,None,NA
5351,4,Ward Fork,Tracy,Turnbull,2,Daughter,NA,Female,Child,None,NA
5352,5,Ward Fork,Jodie,Walker,29,Head,Single,Female,Unemployed,None,Muslim
5353,6,Ward Fork,Kelly,Lowe,38,Head,Single,Female,Secretary/administrator,None,Catholic
5354,6,Ward Fork,Bruce,Lowe,6,Son,NA,Male,Student,None,NA
5355,6,Ward Fork,Suzanne,Lowe,3,Daughter,NA,Female,Child,None,NA
5356,6,Ward Fork,Vincent,Lowe,3,Son,NA,Male,Child,None,NA
5357,7,Ward Fork,Marion,Taylor,67,Head,Married,Female,Primary school teacher,None,None
5358,7,Ward Fork,Sam,Taylor,67,Husband,Married,Male,Purchasing manager,None,None
5359,7,Ward Fork,Dylan,Taylor,10,Grandson,NA,Male,Student,None,NA
5360,7,Ward Fork,Jade,Field,2,Granddaughter,NA,Female,Child,None,NA
5361,1,Morar Spurs,Anne,Henderson,35,Head,Single,Female,TEFL teacher,None,Christian
5362,2,Morar Spurs,Garry,Greenwood,50,Head,Single,Male,"Engineer, energy",None,None
5363,3,Morar Spurs,Jennifer,Hughes,59,Head,Married,Female,"Nurse, children's",None,None
5364,3,Morar Spurs,Marcus,Hughes,63,Husband,Married,Male,Health visitor,None,None
5365,4,Morar Spurs,Jean,Holland,35,Head,Married,Female,Textile designer,None,Catholic
5366,4,Morar Spurs,Gavin,Holland,36,Husband,Married,Male,Community education officer,None,Catholic
5367,5,Morar Spurs,Diana,Foster,40,Head,Married,Female,"Copywriter, advertising",None,Catholic
5368,5,Morar Spurs,Francis,Foster,48,Husband,Married,Male,"Civil engineer, consulting",None,Catholic
5369,6,Morar Spurs,Debra,Moss,47,Head,Married,Female,Operational researcher,None,Christian
5370,6,Morar Spurs,Stewart,Moss,46,Husband,Married,m,"Administrator, charities/voluntary organisations",None,None
5371,7,Morar Spurs,Bethan,Sims,55,Head,Married,Female,Nutritional therapist,None,Christian
5372,7,Morar Spurs,Phillip,Sims,54,Husband,Married,Male,Health physicist,None,Christian
5373,7,Morar Spurs,Mathew,Sims,22,Son,Single,Male,University Student,None,Christian
5374,7,Morar Spurs,Trevor,Sims,18,Son,Single,m,Student,None,Christian
5375,7,Morar Spurs,Caroline,Sims,15,Daughter,NA,Female,Student,None,NA
5376,8,Morar Spurs,Lynn,Ward,42,Head,Married,Female,Landscape architect,None,None
5377,8,Morar Spurs,Andrew,Ward,47,Husband,Married,Male,"Civil engineer, consulting",None,None
5378,8,Morar Spurs,Gareth,Ward,17,Son,NA,Male,Student,None,NA
5379,1,Swansea Street,Sylvia,Davies,83,Head,Divorced,Female,"Retired Conservation officer, historic buildings",None,Catholic
5380,1,Swansea Street,Bethan,Davies,7,Granddaughter,NA,f,Student,None,NA
5381,2,Swansea Street,Geoffrey,Shaw,81,Head,Divorced,Male,Retired Health and safety adviser,None,Christian
5382,3,Swansea Street,Teresa,Jones,25,Head,Single,Female,Outdoor activities/education manager,None,None
5383,4,Swansea Street,Sara,Marshall,37,Head,Married,Female,"Engineer, electrical",None,Christian
5384,4,Swansea Street,Oliver,Marshall,42,Husband,Married,Male,"Administrator, sports",None,Christian
5385,4,Swansea Street,Victoria,Marshall,8,Daughter,NA,Female,Student,None,NA
5386,5,Swansea Street,Kieran,Thomson,46,Head,Married,Male,Unemployed,None,None
5387,5,Swansea Street,Kathryn,Thomson,45,Wife,Married,Female,Quality manager,None,None
5388,6,Swansea Street,Carl,Hughes,82,Head,Married,Male,Retired Ophthalmologist,None,Christian
5389,6,Swansea Street,Alexandra,Hughes,83,Wife,Married,Female,Retired Politician's assistant,None,Christian
5390,7,Swansea Street,Judith,White,36,Head,Married,Female,"Scientist, audiological",None,None
5391,7,Swansea Street,Craig,White,38,Husband,Married,Male,"Engineer, electrical",None,None
5392,8,Swansea Street,Adrian,Smith,67,Head,Married,Male,Web designer,None,Methodist
5393,8,Swansea Street,Julia,Lloyd,65,Wife,Married,Female,Energy manager,None,Methodist
5394,8,Swansea Street,Pamela,Smith,24,Daughter,Single,Female,"Programmer, systems",None,Methodist
5395,8,Swansea Street,Alan,Smith,22,Son,Single,Male,University Student,None,Methodist
5396,8,Swansea Street,Declan,Jordan,13,Son,NA,Male,Student,None,NA
5397,9,Swansea Street,Danielle,Pratt,35,Head,Married,Female,"Production designer, theatre/television/film",None,None
5398,9,Swansea Street,Julian,Pratt,34,Husband,Married,Male,Retail buyer,None,None
5399,9,Swansea Street,Lee,Pratt,7,Son,NA,Male,Student,None,NA
5400,9,Swansea Street,Arthur,Pratt,4,Son,NA,Male,Child,None,NA
5401,9,Swansea Street,Peter,Pratt,1,Son,NA,Male,Child,None,NA
5402,10,Swansea Street,Teresa,Stokes,48,Head,Married,Female,Electronics engineer,None,Christian
5403,10,Swansea Street,Clive,Stokes,48,Husband,Married,Male,Warden/ranger,None,Christian
5404,10,Swansea Street,Amy,Hughes-Stokes,9,Daughter,NA,Female,Student,None,NA
5405,11,Swansea Street,Natalie,O'Donnell,44,Head,Single,Female,Recycling officer,None,None
5406,11,Swansea Street,Leslie,Roberts,46,Partner,Single,Male,Architectural technologist,None,None
5407,12,Swansea Street,Craig,Lee,65,Head,Widowed,Male,Chief Technology Officer,None,Christian
5408,13,Swansea Street,Diane,Vaughan,37,Head,Divorced,Female,Pathologist,None,Methodist
5409,13,Swansea Street,Lindsey,Walker,39,Lodger,Single,Female,Chemical engineer,None,Christian
5410,1,Bletchley Groves,Natasha,Murphy,74,Head,Single,Female,Retired Advice worker,None,Christian
5411,2,Bletchley Groves,Emma,Nicholls,64,Head,Single,Female,Unemployed,None,Christian
5412,3,Bletchley Groves,Callum,Jones,70,Head,Widowed,Male,Retired Financial planner,None,Christian
5413,4,Bletchley Groves,Josephine,Armstrong,37,Head,Divorced,F,Database administrator,None,None
5414,5,Bletchley Groves,Helen,Kirby,44,Head,Divorced,Female,Merchant navy officer,None,None
5415,6,Bletchley Groves,Gareth,Holden,66,Head,Married,Male,Economist,None,Christian
5416,6,Bletchley Groves,Tracy,Holden,56,Wife,Married,Female,Unemployed,None,Christian
5417,7,Bletchley Groves,Pauline,Moore,26,Head,Single,f,Unemployed,None,None
5418,8,Bletchley Groves,Marion,Collins,80,Head,Married,Female,Retired Corporate treasurer,None,Christian
